-1 0 0 0 0 -1 0 -1 0    0 0.5 0       0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    -0.5 0.0 1.0 0.5 -1
  1 0 0 0 0 -1 0 1 0    0 0.5 0      0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 -0.5 -0.5 0.0 -1
  0 0 1 0 1 0 -1 0 0    0.5 0 0        0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 1.0 0.0 0.0 -1
  0 0 1 0 -1 0 1 0 0    0.5 0 0     0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    -0.5 -0.5 -0.5 0.5 -1
  0 0 -1 0 1 0 1 0 0    0.5 0 0        0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 0.0 1.0 0.0 -1
0 0 -1 0 -1 0 -1 0 0    0.5 0 0     0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.5 -0.5 -0.5 -0.5 -1
-1 0 0 0 -1 0 0 0 -1    0 0 0.5                                                                    1.0 0.0 0.0 1.0    0.0 0.0 0.0 0.0 -1
  1 0 0 0 1 0 0 0 -1    0 0 0.5                                                                   1.0 0.0 0.0 1.0    -0.5 0.0 0.0 0.5 -1
  1 0 0 0 -1 0 0 0 1    0 0 0.5                                                                    0.0 1.0 1.0 0.0    0.0 1.0 0.0 0.0 -1
  -1 0 0 0 1 0 0 0 1    0 0 0.5                                                                  0.0 1.0 1.0 0.0    0.0 -0.5 -0.5 0.0 -1
0 0 -1 -1 0 0 0 -1 0    0.5 0 0 0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    -0.25 -0.75 -0.25 0.25 -1
  0 0 -1 1 0 0 0 1 0    0.5 0 0   0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    0.25 0.75 0.25 -0.25 -1
  0 0 1 1 0 0 0 -1 0    0.5 0 0 0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    0.25 -0.25 -0.75 -0.25 -1
  0 0 1 -1 0 0 0 1 0    0.5 0 0   0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    -0.25 0.25 0.75 0.25 -1
0 -1 0 0 0 -1 -1 0 0    0 0.5 0   0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    0.25 0.25 0.75 -0.25 -1
  0 1 0 0 0 -1 1 0 0    0 0.5 0   0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    -0.25 0.75 0.25 0.25 -1
  0 -1 0 0 0 1 1 0 0    0 0.5 0 0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    0.25 -0.75 -0.25 -0.25 -1
  0 1 0 0 0 1 -1 0 0    0 0.5 0 0.7071067811865476 0.7071067811865476 0.7071067811865476 0.7071067811865476    -0.25 -0.25 -0.75 0.25 -1
 0 -1 0 -1 0 0 0 0 1    0 0 0.5                                                                0.0 1.0 1.0 0.0    0.0 -0.75 -0.25 0.0 -1
   0 1 0 1 0 0 0 0 1    0 0 0.5                                                                  0.0 1.0 1.0 0.0    0.0 0.75 0.25 0.0 -1
 0 -1 0 1 0 0 0 0 -1    0 0 0.5                                                                 1.0 0.0 0.0 1.0    0.25 0.0 0.0 -0.25 -1
 0 1 0 -1 0 0 0 0 -1    0 0 0.5                                                                 1.0 0.0 0.0 1.0    -0.25 0.0 0.0 0.25 -1
 -1 0 0 0 0 -1 0 1 0    0 0.5 0        0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 0.5 0.5 0.0 -1
 1 0 0 0 0 -1 0 -1 0    0 0.5 0       0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.5 0.0 1.0 -0.5 -1
   1 0 0 0 0 1 0 1 0    0 0.5 0       0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    -0.5 0.0 1.0 0.5 -1
 -1 0 0 0 0 1 0 -1 0    0 0.5 0      0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 -0.5 -0.5 0.0 -1
 0 0 -1 0 -1 0 1 0 0    0.5 0 0        0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 1.0 0.0 0.0 -1
 0 0 -1 0 1 0 -1 0 0    0.5 0 0     0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    -0.5 -0.5 -0.5 0.5 -1
 0 0 1 0 -1 0 -1 0 0    0.5 0 0        0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.0 0.0 1.0 0.0 -1
   0 0 1 0 1 0 1 0 0    0.5 0 0     0.7071067811865475 0.7071067811865475 0.7071067811865475 0.7071067811865475    0.5 -0.5 -0.5 -0.5 -1


 kpoint  GM : 0.000000 0.000000 0.000000  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
-GM10  4    4.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 4.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
-GM11  4    4.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -4.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
-GM6  2    2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 1.41421 1.41421 1.41421 0.00000 0.00000 1.41421 1.41421 0.00000 1.41421 0.00000 2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 1.41421 1.41421 1.41421 0.00000 0.00000 1.41421 1.41421 0.00000 1.41421 0.00000
-GM7  2    2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 -1.41421 -1.41421 -1.41421 0.00000 0.00000 -1.41421 -1.41421 0.00000 -1.41421 0.00000 2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 -1.41421 -1.41421 -1.41421 0.00000 0.00000 -1.41421 -1.41421 0.00000 -1.41421 0.00000
-GM8  2    2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 1.41421 1.41421 1.41421 0.00000 0.00000 1.41421 1.41421 0.00000 1.41421 0.00000 -2.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 0.00000 0.00000 -1.41421 -1.41421 -1.41421 0.00000 0.00000 -1.41421 -1.41421 0.00000 -1.41421 0.00000
-GM9  2    2.00000 0.00000 0.00000 0.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 0.00000 0.00000 -1.41421 -1.41421 -1.41421 0.00000 0.00000 -1.41421 -1.41421 0.00000 -1.41421 0.00000 -2.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 -1.00000 0.00000 0.00000 1.41421 1.41421 1.41421 0.00000 0.00000 1.41421 1.41421 0.00000 1.41421 0.00000



 kpoint  L : 0.500000 0.500000 0.500000  : 1 5 9 14 19 24 25 29 33 38 43 48
-L4L6  2    2.00000 2.00000 2.00000 2.00000 2.00000 2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 -0.50000 -0.50000 -0.50000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
-L5L7  2    2.00000 2.00000 2.00000 2.00000 2.00000 2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -1.00000 -1.00000 0.50000 0.50000 0.50000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
-L8L9  4    4.00000 2.00000 2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000



 kpoint  W : 0.500000 1.000000 0.000000  : 1 4 18 19 26 27 41 44
-W6W7  4    4.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000



 kpoint  X : 0.000000 1.000000 0.000000  : 1 2 3 4 21 22 23 24 25 26 27 28 45 46 47 48
-X6  2    2.00000 0.00000 0.00000 0.00000 1.41421 0.00000 1.41421 0.00000 2.00000 0.00000 0.00000 0.00000 1.41421 0.00000 1.41421 0.00000
-X7  2    2.00000 0.00000 0.00000 0.00000 -1.41421 0.00000 -1.41421 0.00000 2.00000 0.00000 0.00000 0.00000 -1.41421 0.00000 -1.41421 0.00000
-X8  2    2.00000 0.00000 0.00000 0.00000 1.41421 0.00000 1.41421 0.00000 -2.00000 0.00000 0.00000 0.00000 -1.41421 0.00000 -1.41421 0.00000
-X9  2    2.00000 0.00000 0.00000 0.00000 -1.41421 0.00000 -1.41421 0.00000 -2.00000 0.00000 0.00000 0.00000 1.41421 0.00000 1.41421 0.00000
